trajectory_mode,effect_size,cell_id,phase,configuration,n_replicates,n_recorded,n_available,mean_eigengap,sd_eigengap,q25_eigengap,median_eigengap,q75_eigengap,min_eigengap,max_eigengap
orientation,1.0,power_design-5b1afa09d6e1,power_design,pooled,100,100,100,0.04764737824791642,0.028164446168048227,0.02503000467598851,0.039892371312068436,0.0673423188539415,0.0035732785899598163,0.12843603000915454
orientation,1.0,power_design-6936169acc4b,power_design,A,100,100,100,0.06828260890974772,0.03602916389027187,0.04488558657015339,0.0630478799051305,0.08566721621111507,0.008974739868556847,0.1697654823211131
orientation,1.0,power_design-6936169acc4b,power_design,B,100,100,100,0.08016880625290651,0.040305516941151545,0.051806108447352714,0.07367239067679687,0.1029058262935782,0.003210860332795107,0.24051527137556306
orientation,1.0,power_design-6936169acc4b,power_design,pooled,100,100,100,0.05184297886494278,0.02769101706427569,0.030996809460579172,0.04545577881735488,0.07066203569344462,0.008564508230518297,0.1237988594751121
orientation,1.0,power_design-c43d8cfde0e3,power_design,A,100,100,100,0.07335029540175288,0.034586436876780036,0.049358114020886995,0.06984964004928859,0.09793753305672268,0.008778980771045442,0.1902448357722465
orientation,1.0,power_design-c43d8cfde0e3,power_design,B,100,100,100,0.08139727669844497,0.04547068279862479,0.04924004074835675,0.07078521331166532,0.10981106558796021,0.00960249071916014,0.19666233799737837
orientation,1.0,power_design-c43d8cfde0e3,power_design,pooled,100,100,100,0.048297432464022384,0.028516208565516014,0.025579887954379155,0.04034576363542308,0.0663959077623185,0.005750109179990581,0.13023191313842636
orientation,1.0,power_primary-6e6b59236130,power_primary,A,100,100,100,0.06701919257769562,0.03477801534305952,0.045104947175097096,0.0630478799051305,0.08566721621111494,0.008778980771045442,0.1902448357722465
orientation,1.0,power_primary-6e6b59236130,power_primary,B,100,100,100,0.07571381515756348,0.040420169664490954,0.04888044831144786,0.0714086976781019,0.09907615026696388,0.003210860332795107,0.24051527137556328
orientation,1.0,power_primary-6e6b59236130,power_primary,pooled,100,100,100,0.049878499125561276,0.027036289238112795,0.030792076981706606,0.04545577881735466,0.06702095068152229,0.005750109179990581,0.12054084483760452
shape,0.25,power_design-42bc5060594f,power_design,A,100,100,100,0.055501129539876,0.032421070710709064,0.030886519421566325,0.049606093429176074,0.07544226660023422,0.003618504253753929,0.14457094198781534
shape,0.25,power_design-42bc5060594f,power_design,B,100,100,100,0.0520083003885671,0.02788541121777519,0.03168921602235583,0.04666044545743894,0.07306864260350841,0.006268915630973537,0.13763767489128964
shape,0.25,power_design-42bc5060594f,power_design,pooled,100,100,100,0.05124979866438485,0.02965953028589044,0.029274896310387988,0.04631970642376021,0.07110944784925156,0.0031784306676244656,0.1398439770644196
shape,0.25,power_design-4c970b036eb6,power_design,A,100,100,100,0.05430246014814042,0.029788468415508758,0.032962773751195426,0.04852640291117724,0.07513828178565668,0.0009152792436070145,0.13490936652535584
shape,0.25,power_design-4c970b036eb6,power_design,B,100,100,100,0.05081000957379778,0.027849705911604468,0.030411451658774694,0.04371473305146531,0.07213968373781043,0.009556192970589295,0.13522253990319777
shape,0.25,power_design-4c970b036eb6,power_design,pooled,100,100,100,0.05085371047236245,0.028927281548206854,0.027250402792064587,0.045762300343238055,0.06802189547535509,0.004186350253179982,0.13513604478063312
shape,0.25,power_design-582611b23700,power_design,A,100,100,100,0.05013392439823778,0.027491823464711896,0.02865692244565897,0.04816988104165257,0.06516497759752891,0.004628137882237815,0.13089482191518986
